freq,db,phaseDeg
21900000000,3.12385216483435,-72.6614811096287
22000000000,3.10181948534951,-73.1135829609112
22100000000,3.07956941611259,-73.5643682101929
22200000000,3.05710456614792,-74.0138360890053
22300000000,3.03442751817271,-74.4619859495303
22400000000,3.01154082885278,-74.9088172618523
22500000000,2.98844702905586,-75.3543296112677
22600000000,2.96514862410262,-75.798522695651
22700000000,2.94164809401535,-76.241396322876
22800000000,2.91794789376438,-76.6829504082904
22900000000,2.8940504535122,-77.1231849722424
23000000000,2.86995817885531,-77.5621001376603
23100000000,2.84567345106383,-77.9996961276799
23200000000,2.8211986273189,-78.4359732633226
23300000000,2.79653604094784,-78.8709319612206
23400000000,2.7716880016571,-79.3045727313889
23500000000,2.7466567957631,-79.7368961750433
23600000000,2.7214446864208,-80.1679029824628
23700000000,2.69605391385024,-80.5975939308959
23800000000,2.67048669556088,-81.0259698825092
23900000000,2.6447452265738,-81.453031782379
24000000000,2.61883167964193,-81.8787806565218
24100000000,2.59274820546806,-82.3032176099668
24200000000,2.56649693292088,-82.7263438248661
24300000000,2.54007996924898,-83.1481605586439
24400000000,2.51349940029275,-83.5686691421827
24500000000,2.48675729069437,-83.9878709780462
24600000000,2.45985568410573,-84.4057675387387
24700000000,2.43279660339443,-84.8223603649984
24800000000,2.40558205084781,-85.2376510641258
24900000000,2.37821400837502,-85.6516413083457
25000000000,2.35069443770719,-86.0643328332017
25100000000,2.3230252805957,-86.4757274359831
25200000000,2.29520845900856,-86.8858269741835
25300000000,2.26724587532488,-87.2946333639899
25400000000,2.23913941252755,-87.702148578802
25500000000,2.21089093439404,-88.1083746477817
25600000000,2.18250228568538,-88.5133136544308
25700000000,2.15397529233336,-88.9169677351973
25800000000,2.12531176162593,-89.3193390781098
25900000000,2.09651348239076,-89.720429921439
26000000000,2.0675822251772,-90.1202425523853
26100000000,2.03851974243635,-90.5187793057934
26200000000,2.00932776869945,-90.9160425628919
26300000000,1.98000802075462,-91.3120347500578
26400000000,1.95056219782179,-91.7067583376067
26500000000,1.92099198172608,-92.1002158386052
26600000000,1.89129903706942,-92.4924098077088
26700000000,1.86148501140056,-92.8833428400214
26800000000,1.83155153538349,-93.2730175699785
26900000000,1.80150022296412,-93.6614366702519
27000000000,1.77133267153548,-94.0486028506765
27100000000,1.74105046210131,-94.4345188571984
27200000000,1.71065515943801,-94.8191874708436
27300000000,1.68014831225507,-95.2026115067077
27400000000,1.64953145335402,-95.5847938129652
27500000000,1.6188060997857,-95.9657372698989
27600000000,1.5879737530062,-96.345444788948
27700000000,1.55703589903109,-96.723919311776
27800000000,1.5259940085884,-97.1011638093562
27900000000,1.49484953726988,-97.4771812810762
28000000000,1.46360392568097,-97.8519747538596
28100000000,1.43225859958928,-98.2255472813058
28200000000,1.4008149700716,-98.5979019428463
28300000000,1.3692744336595,-98.9690418429186
28400000000,1.33763837248359,-99.3389701101557
28500000000,1.30590815441627,-99.7076898965923
28600000000,1.27408513321319,-100.075204376887
28700000000,1.24217064865331,-100.44151674756
28800000000,1.21016602667758,-100.806630226246
28900000000,1.17807257952634,-101.170548050962
29000000000,1.14589160587531,-101.533273479387
29100000000,1.11362439097033,-101.894809788165
29200000000,1.08127220676074,-102.25516027221
29300000000,1.0488363120315,-102.614328244036
29400000000,1.01631795253403,-102.97231703309
29500000000,0.983718361115717,-103.329129985108
29600000000,0.951038757848289,-103.684770461481
29700000000,0.918280350154804,-104.039241838626
29800000000,0.885444332935487,-104.392547507385
29900000000,0.852531888692329,-104.744690872422
30000000000,0.819544187652445,-105.09567535164
30100000000,0.78648238789028,-105.445504375608
30200000000,0.75334763544859,-105.794181386998
30300000000,0.720141064458234,-106.141709840036
30400000000,0.686863797256828,-106.488093199964
30500000000,0.653516944506245,-106.83333494251
30600000000,0.620101605308945,-107.177438553374
30700000000,0.586618867323162,-107.52040752772
30800000000,0.553069806877009,-107.862245369679
30900000000,0.519455489081431,-108.202955591865
31000000000,0.485776967942087,-108.542541714899
31100000000,0.45203528647009,-108.881007266945
31200000000,0.418231476791703,-109.218355783251
31300000000,0.384366560256981,-109.554590805702
31400000000,0.350441547547273,-109.889715882388
31500000000,0.316457438781761,-110.223734567168
31600000000,0.282415223622897,-110.55665041926
31700000000,0.24831588138083,-110.888467002823
31800000000,0.21416038111679,-111.219187886557
31900000000,0.179949681745515,-111.548816643315
32000000000,0.145684732136576,-111.877356849711
32100000000,0.111366471214801,-112.204812085748
32200000000,0.0769958280596625,-112.531185934448
32300000000,0.0425737220037182,-112.856481981489
32400000000,0.00810106273004087,-113.180703814856
32500000000,-0.0264212496312523,-113.503855024493
32600000000,-0.0609923244074728,-113.825939201967
32700000000,-0.0956112802887208,-114.146959940133
32800000000,-0.130277245234229,-114.466920832815
32900000000,-0.164989356379594,-114.785825474487
33000000000,-0.199746759944925,-115.103677459966
33100000000,-0.234548611143903,-115.420480384106
33200000000,-0.269394074093745,-115.736237841503
33300000000,-0.304282321726031,-116.050953426205
33400000000,-0.339212535698436,-116.364630731432
33500000000,-0.374183906307315,-116.677273349295
33600000000,-0.409195632401159,-116.988884870526
33700000000,-0.444246921294907,-117.299468884215
33800000000,-0.479336988685093,-117.609028977552
33900000000,-0.51446505856583,-117.91756873557
34000000000,-0.549630363145659,-118.225091740901
34100000000,-0.584832142765175,-118.531601573537
34200000000,-0.620069645815468,-118.837101810587
34300000000,-0.655342128657422,-119.141596026052
